"id","genome","taxonomy","sample","infant"
"1372","conS2_010_024G1_concoct_12.fa","Roseburia hominis A2-183","S2_010_024G1","S2_010"
"1373","conS2_010_026G1_concoct_18.fa","Akkermansia muciniphila","S2_010_026G1","S2_010"
"1374","conS2_010_030G1_concoct_20.fa","Clostridium perfringens","S2_010_030G1","S2_010"
"1375","conS2_010_030G1_concoct_8.fa","Lachnoclostridium sp. YL32","S2_010_030G1","S2_010"
"1376","conS2_011_000G1_concoct_6.fa","Bacteroides helcogenes P 36-108","S2_011_000G1","S2_011"
"1377","conS2_011_008G1_concoct_14.fa","Escherichia coli","S2_011_008G1","S2_011"
"1378","conS2_011_008G1_concoct_17.fa","Bacteroides thetaiotaomicron VPI-5482","S2_011_008G1","S2_011"
"1379","conS2_011_009G1_concoct_11.fa","Parabacteroides distasonis ATCC 8503","S2_011_009G1","S2_011"
"1380","conS2_011_014G1_concoct_2.fa","Bacteroides vulgatus ATCC 8482","S2_011_014G1","S2_011"
"1381","conS2_011_021G1_concoct_16.fa","Clostridium perfringens","S2_011_021G1","S2_011"
"1382","conS2_011_021G1_concoct_19.fa","Bacteroides ovatus","S2_011_021G1","S2_011"
"1383","conS2_011_022G1_concoct_12.fa","Streptococcus anginosus","S2_011_022G1","S2_011"
"1384","conS2_011_022G1_concoct_3.fa","Bacteroides fragilis","S2_011_022G1","S2_011"
"1385","conS2_011_024G1_concoct_34.fa","Bifidobacterium bifidum S17","S2_011_024G1","S2_011"
"1386","conS2_011_026G1_concoct_7.fa","Bacteroides helcogenes P 36-108","S2_011_026G1","S2_011"
"1387","conS2_012_000G1_concoct_44.fa","Mobiluncus curtisii ATCC 43063","S2_012_000G1","S2_012"
"1388","conS2_012_000G1_concoct_7.fa","Streptococcus thermophilus","S2_012_000G1","S2_012"
"1389","conS2_012_007G1_concoct_14.fa","Bacillus subtilis","S2_012_007G1","S2_012"
"1390","conS2_012_010G1_concoct_22.fa","Pseudomonas putida GB-1","S2_012_010G1","S2_012"
"1391","conS2_012_011G1_concoct_17.fa","Enterococcus faecalis","S2_012_011G1","S2_012"
"1392","conS2_012_012G1_concoct_16.fa","Streptococcus parasanguinis ATCC 15912","S2_012_012G1","S2_012"
"1393","conS2_012_013G1_concoct_9.fa","Staphylococcus lugdunensis","S2_012_013G1","S2_012"
"1394","conS2_012_015G1_concoct_21.fa","Staphylococcus aureus","S2_012_015G1","S2_012"
"1395","conS2_012_016G1_concoct_25.fa","Staphylococcus epidermidis","S2_012_016G1","S2_012"
"1396","conS2_012_017G1_concoct_5.fa","Enterobacter cloacae complex sp. 35734","S2_012_017G1","S2_012"
"1397","conS2_012_018G1_concoct_2.fa","Clostridium perfringens","S2_012_018G1","S2_012"
"1398","conS2_012_018G1_concoct_6.fa","Clostridium butyricum","S2_012_018G1","S2_012"
"1399","conS2_012_024G1_concoct_3.fa","Clostridioides difficile","S2_012_024G1","S2_012"
"1400","conS2_012_024G1_concoct_4.fa","Veillonella parvula DSM 2008","S2_012_024G1","S2_012"
"1401","conS2_012_025G1_concoct_15.fa","Aeromonas hydrophila 4AK4","S2_012_025G1","S2_012"
"1402","conS2_012_026G1_concoct_5.fa","Acinetobacter baumannii","S2_012_026G1","S2_012"
"1403","conS2_012_027G1_concoct_13.fa","Escherichia coli","S2_012_027G1","S2_012"
"1404","conS2_014_000G1_concoct_0.fa","Streptococcus mitis","S2_014_000G1","S2_014"
"1405","conS2_014_000G1_concoct_10.fa","Clostridioides difficile","S2_014_000G1","S2_014"
"1406","conS2_014_000G1_concoct_18.fa","Staphylococcus aureus","S2_014_000G1","S2_014"
"1407","conS2_014_000G1_concoct_20.fa","Kluyvera intermedia","S2_014_000G1","S2_014"
"1408","conS2_014_000G1_concoct_22.fa","Corynebacterium kroppenstedtii DSM 44385","S2_014_000G1","S2_014"
"1409","conS2_014_000G1_concoct_27.fa","Peptoniphilus sp. 1-1","S2_014_000G1","S2_014"
"1410","conS2_014_000G1_concoct_40.fa","Pseudomonas sp. L10.10","S2_014_000G1","S2_014"
"1411","conS2_014_000G1_concoct_45.fa","Actinomyces sp. oral taxon 414","S2_014_000G1","S2_014"
"1412","conS2_014_000G1_concoct_47.fa","Azospirillum brasilense","S2_014_000G1","S2_014"
"1413","conS2_014_007G1_concoct_21.fa","Pseudomonas putida","S2_014_007G1","S2_014"
"1414","conS2_014_010G1_concoct_12.fa","Staphylococcus epidermidis","S2_014_010G1","S2_014"
"1415","conS2_014_015G1_concoct_26.fa","Hafnia alvei FB1","S2_014_015G1","S2_014"
"1416","conS2_014_017G1_concoct_11.fa","Veillonella parvula DSM 2008","S2_014_017G1","S2_014"
"1417","conS2_014_017G1_concoct_15.fa","Finegoldia magna ATCC 29328","S2_014_017G1","S2_014"
"1418","conS2_014_017G1_concoct_18.fa","Enterococcus faecalis","S2_014_017G1","S2_014"
"1419","conS2_014_018G1_concoct_9.fa","Propionibacterium avidum 44067","S2_014_018G1","S2_014"
"1420","conS2_014_019G1_concoct_15.fa","Enterobacter asburiae","S2_014_019G1","S2_014"
"1421","conS2_014_020G1_concoct_4.fa","Clostridioides difficile","S2_014_020G1","S2_014"
"1422","conS2_014_021G1_concoct_19.fa","Haemophilus influenzae","S2_014_021G1","S2_014"
"1423","conS2_014_023G1_concoct_20.fa","Clostridium perfringens","S2_014_023G1","S2_014"
"1424","conS2_014_024G1_concoct_4.fa","Clostridium baratii str. Sullivan","S2_014_024G1","S2_014"
"1425","conS2_014_025G1_concoct_15.fa","Pseudomonas aeruginosa","S2_014_025G1","S2_014"
"1426","conS2_014_026G1_concoct_11.fa","Klebsiella pneumoniae","S2_014_026G1","S2_014"
"1427","conS2_014_026G1_concoct_5.fa","Anaerococcus prevotii DSM 20548","S2_014_026G1","S2_014"
"1428","conS2_014_026G1_concoct_9.fa","Serratia marcescens","S2_014_026G1","S2_014"
"1429","conS2_015_005G1_concoct_1.fa","Sneathia amnii","S2_015_005G1","S2_015"
"1430","conS2_015_009G1_concoct_16.fa","Staphylococcus epidermidis","S2_015_009G1","S2_015"
"1431","conS2_015_009G1_concoct_20.fa","Mycoplasma hominis","S2_015_009G1","S2_015"
"1432","conS2_015_013G1_concoct_0.fa","Klebsiella pneumoniae","S2_015_013G1","S2_015"
"1433","conS2_016_000G1_concoct_12.fa","Paenibacillus riograndensis SBR5","S2_016_000G1","S2_016"
"1434","conS2_016_000G1_concoct_13.fa","Propionibacterium avidum 44067","S2_016_000G1","S2_016"
"1435","conS2_016_000G1_concoct_1.fa","Propionibacterium propionicum F0230a","S2_016_000G1","S2_016"
"1436","conS2_016_000G1_concoct_25.fa","Clostridium butyricum","S2_016_000G1","S2_016"
"1437","conS2_016_000G1_concoct_34.fa","Anaerococcus prevotii DSM 20548","S2_016_000G1","S2_016"
"1438","conS2_016_000G1_concoct_35.fa","Desulfitobacterium hafniense Y51","S2_016_000G1","S2_016"
"1439","conS2_016_000G1_concoct_39.fa","Mobiluncus curtisii ATCC 43063","S2_016_000G1","S2_016"
"1440","conS2_016_000G1_concoct_8.fa","Providencia stuartii","S2_016_000G1","S2_016"
"1441","conS2_016_007G1_concoct_27.fa","Staphylococcus epidermidis","S2_016_007G1","S2_016"
"1442","conS2_016_011G1_concoct_48.fa","Klebsiella oxytoca","S2_016_011G1","S2_016"
"1443","conS2_016_013G1_concoct_34.fa","Klebsiella oxytoca","S2_016_013G1","S2_016"
"1444","conS2_016_014G1_concoct_23.fa","Klebsiella pneumoniae subsp. pneumoniae KPNIH27","S2_016_014G1","S2_016"
"1445","conS2_016_016G1_concoct_10.fa","Enterococcus faecalis","S2_016_016G1","S2_016"
"1446","conS2_016_016G1_concoct_16.fa","Kluyvera intermedia","S2_016_016G1","S2_016"
"1447","conS2_016_016G1_concoct_8.fa","Enterobacter cloacae","S2_016_016G1","S2_016"
"1448","conS2_016_019G1_concoct_2.fa","Finegoldia magna ATCC 29328","S2_016_019G1","S2_016"
"1449","conS2_016_026G1_concoct_33.fa","Enterobacter cloacae complex sp. 35734","S2_016_026G1","S2_016"
"1450","conS2_016_027G1_concoct_15.fa","Actinomyces meyeri","S2_016_027G1","S2_016"
"1451","conS2_016_028G1_concoct_25.fa","Citrobacter freundii","S2_016_028G1","S2_016"
"1452","conS2_017_000G1_concoct_13.fa","Finegoldia magna ATCC 29328","S2_017_000G1","S2_017"
"1453","conS2_017_000G1_concoct_31.fa","Mobiluncus curtisii ATCC 43063","S2_017_000G1","S2_017"
"1454","conS2_017_006G1_concoct_33.fa","Escherichia coli","S2_017_006G1","S2_017"
"1455","conS2_017_008G1_concoct_18.fa","Staphylococcus epidermidis","S2_017_008G1","S2_017"
"1456","conS2_017_012G1_concoct_8.fa","Citrobacter freundii","S2_017_012G1","S2_017"
"1457","conS2_017_020G1_concoct_16.fa","Acinetobacter baumannii","S2_017_020G1","S2_017"
"1458","conS2_017_020G1_concoct_7.fa","Klebsiella oxytoca","S2_017_020G1","S2_017"
"1459","conS2_017_023G1_concoct_6.fa","Enterococcus faecalis","S2_017_023G1","S2_017"
"1460","conS2_018_000G1_concoct_1.fa","Streptococcus thermophilus","S2_018_000G1","S2_018"
"1461","conS2_018_000G1_concoct_20.fa","Clostridioides difficile","S2_018_000G1","S2_018"
"1462","conS2_018_000G1_concoct_21.fa","Lactococcus lactis subsp. cremoris SK11","S2_018_000G1","S2_018"
"1463","conS2_018_000G1_concoct_22.fa","Staphylococcus epidermidis","S2_018_000G1","S2_018"
"1464","conS2_018_000G1_concoct_26.fa","Enterococcus faecalis","S2_018_000G1","S2_018"
"1465","conS2_018_000G1_concoct_27.fa","Veillonella parvula DSM 2008","S2_018_000G1","S2_018"
"1466","conS2_018_000G1_concoct_4.fa","Streptococcus agalactiae","S2_018_000G1","S2_018"
"1467","conS2_018_000G1_concoct_6.fa","Prevotella melaninogenica ATCC 25845","S2_018_000G1","S2_018"
"1468","conS2_018_009G1_concoct_12.fa","Aeromonas hydrophila 4AK4","S2_018_009G1","S2_018"
"1469","conS2_018_012G1_concoct_5.fa","Escherichia coli","S2_018_012G1","S2_018"
"1470","conS2_018_017G1_concoct_13.fa","Klebsiella pneumoniae","S2_018_017G1","S2_018"
"1471","conS2_018_020G1_concoct_6.fa","Klebsiella oxytoca KONIH1","S2_018_020G1","S2_018"
"1472","conS2_CON_000E1_concoct_12.fa","Escherichia coli","S2_CON_000E1","S2_CON"
"1473","conS2_CON_000E1_concoct_16.fa","Lawsonella clevelandensis","S2_CON_000E1","S2_CON"
"1474","conS2_CON_002E1_concoct_3.fa","Klebsiella pneumoniae","S2_CON_002E1","S2_CON"
"1475","con_SP_CRL_000G1_concoct_16.fa","Propionibacterium avidum 44067","_SP_CRL_000G","_SP_CR"
"1476","con_SP_CRL_000G1_concoct_18.fa","Finegoldia magna ATCC 29328","_SP_CRL_000G","_SP_CR"
"1477","con_SP_CRL_000G1_concoct_24.fa","Leuconostoc citreum KM20","_SP_CRL_000G","_SP_CR"
"1478","con_SP_CRL_000G1_concoct_31.fa","Staphylococcus lugdunensis","_SP_CRL_000G","_SP_CR"
"1479","con_SP_CRL_015G1_concoct_0.fa","Enterococcus faecalis","_SP_CRL_015G","_SP_CR"
"1480","con_SP_CRL_018G1_concoct_1.fa","Staphylococcus haemolyticus","_SP_CRL_018G","_SP_CR"
"1481","con_SP_CRL_022G1_concoct_14.fa","Anaerococcus prevotii DSM 20548","_SP_CRL_022G","_SP_CR"
"1482","con_SP_CRL_022G1_concoct_8.fa","Staphylococcus epidermidis","_SP_CRL_022G","_SP_CR"
"1483","con_SP_CRL_022G2_concoct_6.fa","Staphylococcus aureus","_SP_CRL_022G","_SP_CR"
